1,0.009,0
2,0.0059,0
3,0.0093,0
4,0.0098,0
5,0.0099,0
6,0.0102,0
7,0.0112,0
8,0.0124,0
9,0.005,0
10,0.0121,0
11,0.0087,0
12,0.0045,0
13,0.0127,0
14,0.0037,0
15,0.0047,0
16,0.0065,0
17,0.0014,0
18,0.0044,0
19,0.0096,0
20,0.0029,0
21,0.0124,0
22,0.0071,0
23,0.01,0
24,0.0093,0
25,0.0195,0
26,0.0145,0
27,0.0067,0
28,0.0065,0
29,0.001,0
30,0.0116,0
31,0.0072,0
32,0.0047,0
33,0.0127,0
34,0.0176,0
35,0.0149,0
36,0.0103,0
37,0.005,0
38,0.0092,0
39,0.0134,0
40,0.01,0
41,0.0087,0
42,0.002,0
43,0.0047,0
44,0.0028,0
45,0.0006,0
46,0.0057,0
47,0.0091,0
48,0.0121,0
49,0.0067,0
50,0.0192,0
51,0.0047,0
52,0.0111,0
53,0.0158,0
54,0.0055,0
55,0.0115,0
56,0.0096,0
57,0.0187,0
58,0.011,0
59,0.0072,0
60,0.013,0
61,0.0104,0
62,0.0054,0
63,0.0027,0
64,0.0161,0
65,0.0106,0
66,0.0007,0
67,0.012,0
68,0.0091,0
69,0.006,0
70,0.0163,0
71,0.0228,0
72,0.0152,0
73,0.0093,0
74,0.003,0
75,0.0075,0
76,0.0211,0
77,0.0086,0
78,0.0144,0
79,0.014,0
80,0.0149,0
81,0.0152,0
82,0.0083,0
83,0.0127,0
84,0.0045,0
85,0.0163,0
86,0.0077,0
87,0.0141,0
88,0.005,0
89,0.0143,0
90,0.0077,0
91,0.0065,0
92,0.005,0
93,0.0051,0
94,0.0037,0
95,0.023,0
96,0.0127,0
97,0.0115,0
98,0.0104,0
99,0.0117,0
100,0.0055,0
101,0.0112,0
102,0.0138,0
103,0.0115,0
104,0.0054,0
105,0.0114,0
106,0.0131,0
107,0.0017,0
108,0.0033,0
109,0.0119,0
110,0.0131,0
111,0.0115,0
112,0.0125,0
113,0.0132,0
114,0.0113,0
115,0.0026,0
116,0.0122,0
117,0.006,0
118,0.0114,0
119,0.0159,0
120,0.0042,0
121,0.009,0
122,0.0134,0
123,0.0051,0
124,0.0128,0
125,0.0083,0
126,0.0217,0
127,0.0126,0
128,0.0101,0
129,0.0044,0
130,0.0085,0
131,0.0182,0
132,0.0141,0
133,0.0067,0
134,0.0119,0
135,0.0172,0
136,0.0137,0
137,0.0124,0
138,0.015,0
139,0.0154,0
140,0.008,0
141,0.008,0
142,0.0211,0
143,0.0077,0
144,0.0119,0
145,0.0025,0
146,0.0147,0
147,0.0037,0
148,0.014,0
149,0.0098,0
150,0.0127,0
151,0.0153,0
152,0.0022,0
153,0.0129,0
154,0.0182,0
155,0.0142,0
156,0.0009,0
157,0.0112,0
158,0.0111,0
159,0.0105,0
160,0.0114,0
161,0.0101,0
162,0.0037,0
163,0.0122,0
164,0.0065,0
165,0.0108,0
166,0.0024,0
167,0.0114,0
168,0.0058,0
169,0.0092,0
170,0.0059,0
171,0.0099,0
172,0.0144,0
173,0.0017,0
174,0.0061,0
175,0.0064,0
176,0.0035,0
177,0.0126,1
178,0.0133,1
179,0.0144,1
180,0.0035,1
181,0.0091,1
182,0.0214,1
183,0.0169,1
184,0.0118,1
185,0.0088,1
186,0.011,1
187,0.0099,1
188,0.0114,1
189,0.0112,1
190,0.0081,1
191,0.0122,1
192,0.0124,1
193,0.0119,1
194,0.0106,1
195,0.0156,1
196,0.0136,1
197,0.0101,1
198,0.0038,1
199,0.0054,1
200,0.0123,1
201,0.0078,1
202,0.017,1
203,0.0091,1
204,0.01,1
205,0.0155,1
206,0.0154,1
207,0.0198,1
208,0.0126,1
209,0.0157,1
210,0.0146,1
211,0.0142,1
212,0.0079,1
213,0.0118,1
214,0.0118,1
215,0.012,1
216,0.0255,1
217,0.0112,1
218,0.012,1
219,0.007,1
220,0.0081,1
221,0.0041,1
222,0.0203,1
223,0.0142,1
224,0.0085,1
225,0.0087,1
226,0.01,1
227,0.015,1
228,0.0076,1
229,0.0143,1
230,0.0082,1
231,0.0181,1
232,0.0143,1
233,0.0074,1
234,0.0128,1
235,0.0239,1
236,0.0076,1
237,0.0089,1
238,0.0103,1
239,0.0062,1
240,0.017,1
241,0.0168,1
242,0.0148,1
243,0.0074,1
244,0.0144,2
245,0.0142,2
246,0.0001,2
247,0.0117,2
248,0.0167,2
249,0.0138,2
250,0.0137,2
251,0.0175,2
252,0.0123,2
253,0.0124,2
254,0.0064,2
255,0.0171,2
256,0.0106,2
257,0.0115,2
258,0.0115,2
259,0.0217,2
260,0.0093,2
261,0.0092,2
262,0.0168,2
263,0.0222,2
264,0.0031,2
265,0.0039,2
266,0.0159,2
267,0.0168,2
268,0.0063,2
269,0.013,2
270,0.0315,2
271,0.0042,2
272,0.0169,2
273,0.0068,2
274,0.0127,2
275,0.0168,2
276,0.0212,2
277,0.0188,2
278,0.015,2
279,0.0143,2
280,0.0066,2
281,0.013,2
282,0.0146,2
283,0.0136,2
284,0.0103,2
285,0.0141,2
286,0.0108,2
287,0.0145,2
288,0.0122,2
289,0.0036,2
290,0.0166,2
291,0.0136,2
292,0.0216,2
293,0.0098,2
294,0.0126,2
295,0.0045,2
296,0.004,2
297,0.0045,2
298,0.0086,2
299,0.017,2
300,0.0121,2
301,0.0243,2
302,0.0112,2
303,0.0124,2
304,0.0162,2
305,0.0039,2
306,0.0116,2
307,0.0159,2
308,0.0165,2
309,0.0088,2
310,0.018,2
311,0.0115,2
312,0.0033,2
313,0.0116,2
314,0.0074,2
315,0.0167,2
316,0.0143,2
317,0.0115,2
318,0.0042,2
319,0.0136,2
320,0.0168,2
321,0.0085,2
322,0.0178,2
323,0.0079,2
324,0.0086,2
325,0.0056,2
326,0.0137,2
327,0.0128,2
328,0.0102,2
329,0.0218,2
330,0.0114,2
331,0.0098,2
332,0.0147,2
333,0.0169,2
334,0.014,2
335,0.0101,2
336,0.0091,2
337,0.0057,2
338,0.0129,2
339,0.0097,2
340,0.0175,2
341,0.0171,2
342,0.0071,2
343,0.0146,2
344,0.0149,2
345,0.0162,2
346,0.0074,2
347,0.0144,2
348,0.0192,2
349,0.0058,2
350,0.018,2
351,0.014,2
352,0.0327,2
353,0.0074,2
354,0.0078,2
355,0.016,2
356,0.0129,2
357,0.0121,2
358,0.0156,2
359,0.0168,2
360,0.0142,2
361,0.0333,2
362,0.0215,2
363,0.0093,2
364,0.0104,2
365,0.0193,2
366,0.0165,2
367,0.018,2
368,0.0068,2
369,0.0137,2
370,0.0108,2
371,0.0187,2
372,0.0195,2
373,0.013,2
374,0.0003,2
375,0.0218,2
376,0.0139,2
377,0.0169,2
378,0.0101,2
379,0.0063,2
380,0.0116,2
381,0.0216,2
382,0.0082,2
383,0.024,2
384,0.0165,2
385,0.0214,2
386,0.0193,2
387,0.0036,2
388,0.0025,2
389,0.0173,2
390,0.0219,2
391,0.0156,2
392,0.0173,2
393,0.0258,2
394,0.0143,2
395,0.0101,2
396,0.0124,2
397,0.0161,2
398,0.0132,2
399,0.017,2
400,0.0142,2
401,0.013,2
402,0.0185,2
403,0.003,2
404,0.0068,2
405,0.0192,2
406,0.0178,2
407,0.0165,2
408,0.012,2
409,0.0039,2
410,0.0169,2
411,0.0129,2
412,0.0193,2
413,0.0094,2
414,0.0104,2
415,0.0204,2
416,0.0166,2
417,0.0105,2
418,0.012,2
419,0.0076,2
420,0.0241,2
421,0.0156,2
422,0.0166,2
423,0.0136,2
424,0.0114,2
425,0.0167,2
426,0.0159,2
427,0.0141,2
428,0.0181,2
429,0.0184,2
430,0.0117,2
431,0.0069,2
432,0.0094,2
433,0.0079,2
434,0.0096,2
435,0.0155,2
436,0.0188,2
437,0.0096,2
438,0.0043,2
439,0.01,2
440,0.016,2
441,0.0104,2
442,0.0156,2
443,0.0132,2
444,0.0124,2
445,0.0142,2
446,0.0161,2
447,0.0133,2
448,0.0119,2
449,0.01,2
450,0.024,2
451,0.0209,2
452,0.0171,2
453,0.018,2
454,0.0108,2
455,0.0126,2
456,0.0198,2
457,0.0216,2
458,0.0143,2
459,0.0124,2
460,0.0149,2
461,0.0175,2
462,0.0126,2
463,0.0106,2
464,0.0137,2
465,0.0175,2
466,0.0168,2
467,0.0034,2
468,0.0204,2
469,0.0156,2
470,0.0117,2
471,0.0096,2
472,0.0168,2
473,0.0206,2
474,0.0071,2
475,0.0157,2
476,0.017,2
477,0.0066,2
478,0.0157,2
479,0.0164,2
480,0.0079,2
481,0.0137,2
482,0.0166,2
483,0.0285,2
484,0.0213,2
485,0.0264,2
486,0.0217,2
487,0.01,2
488,0.0164,2
489,0.0131,2
490,0.0122,2
491,0.0223,2
492,0.0179,2
493,0.0108,2
494,0.0158,2
495,0.0216,2
